"COPidName","pd_2019_P","DataPackCode","DataPackFilename","DataPackTabName","indicator","numeratorDenom","Modality","KeyPop","KnownNewStatus","NewExistingART","Indication","TBStatus","pregBF","VMMCTechnique","Age","AggregatedAge","AggregatedAgeFlag","Sex","HIVStatus","otherDisagg","IMPATT"
"HTS_TST|N|DSD|Inpat||||||||Unknown Age|Unknown Age||Female|Positive|","m1jgBiSNhiI.VaLrzNohtN9",,,,"HTS_TST","N","Inpat","","","","","","","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"HTS_TST|N|DSD|Inpat||||||||Unknown Age|Unknown Age||Male|Negative|","m1jgBiSNhiI.YcXbNpQVqTA",,,,"HTS_TST","N","Inpat","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|DSD|Inpat||||||||Unknown Age|Unknown Age||Male|Positive|","m1jgBiSNhiI.EpuxXtY71JG",,,,"HTS_TST","N","Inpat","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"HTS_TST|N|DSD|Malnutrition||||||||<5|<15||Unknown Sex|Negative|","ZFQ6b0akGKd.QV7inC4TQdR","D_hts_tst_neg_malnutrition_u15_fy19_dsd","HTS_DisaggTool","Malnutrition","HTS_TST","N","Malnutrition","","","","","","","","<5","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|DSD|Malnutrition||||||||<5|<15||Unknown Sex|Positive|","ZFQ6b0akGKd.tfxXAPNxtUc","D_hts_tst_pos_malnutrition_u15_fy19_dsd","HTS_DisaggTool","Malnutrition","HTS_TST","N","Malnutrition","","","","","","","","<5","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||<1|<15||Unknown Sex|Negative|","gW93guuzdRR.DszsJew1vQA","hts_tst_mobilemod_u1_unk_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","<1","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||<1|<15||Unknown Sex|Positive|","gW93guuzdRR.tP2mjgakLVn","hts_tst_mobilemod_u1_unk_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","<1","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||1-9|<15||Unknown Sex|Negative|","gW93guuzdRR.BSQvgbaINGZ","hts_tst_mobilemod_0109_unk_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","1-9","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||1-9|<15||Unknown Sex|Positive|","gW93guuzdRR.VP9O0ao9MmZ","hts_tst_mobilemod_0109_unk_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","1-9","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||10-14|<15||Female|Negative|","gW93guuzdRR.pz7dlDGQssH","hts_tst_mobilemod_1014_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","10-14","<15","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||10-14|<15||Female|Positive|","gW93guuzdRR.sDHZqlgc0lv","hts_tst_mobilemod_1014_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","10-14","<15","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||10-14|<15||Male|Negative|","gW93guuzdRR.lfHFCxROkNE","hts_tst_mobilemod_1014_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","10-14","<15","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||10-14|<15||Male|Positive|","gW93guuzdRR.GscVGDNCdwR","hts_tst_mobilemod_1014_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","10-14","<15","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||15-19|15+||Female|Negative|","gW93guuzdRR.BOxW7hCTSjX","hts_tst_mobilemod_1519_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","15-19","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||15-19|15+||Female|Positive|","gW93guuzdRR.HEpqnVEHzUA","hts_tst_mobilemod_1519_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","15-19","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||15-19|15+||Male|Negative|","gW93guuzdRR.H250HduQyXi","hts_tst_mobilemod_1519_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","15-19","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||15-19|15+||Male|Positive|","gW93guuzdRR.SyBPyzv8HTC","hts_tst_mobilemod_1519_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","15-19","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||20-24|15+||Female|Negative|","gW93guuzdRR.ZAVOIaOudWw","hts_tst_mobilemod_2024_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","20-24","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||20-24|15+||Female|Positive|","gW93guuzdRR.FLlJURwLmAe","hts_tst_mobilemod_2024_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","20-24","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||20-24|15+||Male|Negative|","gW93guuzdRR.RWG4YLNHEdA","hts_tst_mobilemod_2024_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","20-24","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||20-24|15+||Male|Positive|","gW93guuzdRR.lZiQLcYoM7M","hts_tst_mobilemod_2024_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","20-24","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||25-29|15+||Female|Negative|","gW93guuzdRR.LIuHxfndMvN","hts_tst_mobilemod_2529_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","25-29","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||25-29|15+||Female|Positive|","gW93guuzdRR.qF9q6ImcE4Q","hts_tst_mobilemod_2529_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","25-29","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||25-29|15+||Male|Negative|","gW93guuzdRR.DX5hOcGmzO4","hts_tst_mobilemod_2529_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","25-29","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||25-29|15+||Male|Positive|","gW93guuzdRR.zJAFlhIuWgH","hts_tst_mobilemod_2529_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","25-29","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||30-34|15+||Female|Negative|","gW93guuzdRR.g4X5YaSBkbt","hts_tst_mobilemod_3034_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","30-34","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||30-34|15+||Female|Positive|","gW93guuzdRR.nm4ngD1r1hU","hts_tst_mobilemod_3034_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","30-34","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||30-34|15+||Male|Negative|","gW93guuzdRR.X6qWVyu9XoN","hts_tst_mobilemod_3034_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","30-34","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||30-34|15+||Male|Positive|","gW93guuzdRR.SYFxsQKDZB6","hts_tst_mobilemod_3034_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","30-34","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||35-39|15+||Female|Negative|","gW93guuzdRR.xrbKLtiVPLr","hts_tst_mobilemod_3539_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","35-39","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||35-39|15+||Female|Positive|","gW93guuzdRR.XpcFo6dVPT4","hts_tst_mobilemod_3539_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","35-39","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||35-39|15+||Male|Negative|","gW93guuzdRR.V6sMmLkODqf","hts_tst_mobilemod_3539_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","35-39","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||35-39|15+||Male|Positive|","gW93guuzdRR.K5N6EXwJKhq","hts_tst_mobilemod_3539_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","35-39","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||40-49|15+||Female|Negative|","gW93guuzdRR.SdpT6lSiyCM","hts_tst_mobilemod_4049_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","40-49","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||40-49|15+||Female|Positive|","gW93guuzdRR.RHmkwEYAkor","hts_tst_mobilemod_4049_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","40-49","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||40-49|15+||Male|Negative|","gW93guuzdRR.HBu2SwE1QoF","hts_tst_mobilemod_4049_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","40-49","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||40-49|15+||Male|Positive|","gW93guuzdRR.j98NBCtzxly","hts_tst_mobilemod_4049_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","40-49","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||50+|15+||Female|Negative|","gW93guuzdRR.flyE54cGOkr","hts_tst_mobilemod_o50_f_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","50+","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||50+|15+||Female|Positive|","gW93guuzdRR.dZYJREDXbfa","hts_tst_mobilemod_o50_f_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","50+","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||50+|15+||Male|Negative|","gW93guuzdRR.HSpL3hSBx6F","hts_tst_mobilemod_o50_m_neg_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","50+","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||50+|15+||Male|Positive|","gW93guuzdRR.h3WrcUxOPZ2","hts_tst_mobilemod_o50_m_pos_dsd","HTS_DisaggTool","MobileMod","HTS_TST","N","MobileMod","","","","","","","","50+","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||Unknown Age|Unknown Age||Female|Negative|","gW93guuzdRR.ZhN7dAZVzds",,,,"HTS_TST","N","MobileMod","","","","","","","","Unknown Age","Unknown Age","","Female","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||Unknown Age|Unknown Age||Female|Positive|","gW93guuzdRR.VaLrzNohtN9",,,,"HTS_TST","N","MobileMod","","","","","","","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||Unknown Age|Unknown Age||Male|Negative|","gW93guuzdRR.YcXbNpQVqTA",,,,"HTS_TST","N","MobileMod","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|DSD|MobileMod||||||||Unknown Age|Unknown Age||Male|Positive|","gW93guuzdRR.EpuxXtY71JG",,,,"HTS_TST","N","MobileMod","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||<1|<15||Unknown Sex|Negative|","DnCxCJyo9hX.DszsJew1vQA","hts_tst_othermod_u1_unk_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","<1","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||<1|<15||Unknown Sex|Positive|","DnCxCJyo9hX.tP2mjgakLVn","hts_tst_othermod_u1_unk_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","<1","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||1-9|<15||Unknown Sex|Negative|","DnCxCJyo9hX.BSQvgbaINGZ","hts_tst_othermod_0109_unk_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","1-9","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||1-9|<15||Unknown Sex|Positive|","DnCxCJyo9hX.VP9O0ao9MmZ","hts_tst_othermod_0109_unk_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","1-9","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||10-14|<15||Female|Negative|","DnCxCJyo9hX.pz7dlDGQssH","hts_tst_othermod_1014_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","10-14","<15","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||10-14|<15||Female|Positive|","DnCxCJyo9hX.sDHZqlgc0lv","hts_tst_othermod_1014_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","10-14","<15","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||10-14|<15||Male|Negative|","DnCxCJyo9hX.lfHFCxROkNE","hts_tst_othermod_1014_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","10-14","<15","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||10-14|<15||Male|Positive|","DnCxCJyo9hX.GscVGDNCdwR","hts_tst_othermod_1014_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","10-14","<15","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||15-19|15+||Female|Negative|","DnCxCJyo9hX.BOxW7hCTSjX","hts_tst_othermod_1519_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","15-19","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||15-19|15+||Female|Positive|","DnCxCJyo9hX.HEpqnVEHzUA","hts_tst_othermod_1519_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","15-19","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||15-19|15+||Male|Negative|","DnCxCJyo9hX.H250HduQyXi","hts_tst_othermod_1519_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","15-19","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||15-19|15+||Male|Positive|","DnCxCJyo9hX.SyBPyzv8HTC","hts_tst_othermod_1519_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","15-19","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||20-24|15+||Female|Negative|","DnCxCJyo9hX.ZAVOIaOudWw","hts_tst_othermod_2024_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","20-24","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||20-24|15+||Female|Positive|","DnCxCJyo9hX.FLlJURwLmAe","hts_tst_othermod_2024_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","20-24","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||20-24|15+||Male|Negative|","DnCxCJyo9hX.RWG4YLNHEdA","hts_tst_othermod_2024_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","20-24","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||20-24|15+||Male|Positive|","DnCxCJyo9hX.lZiQLcYoM7M","hts_tst_othermod_2024_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","20-24","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||25-29|15+||Female|Negative|","DnCxCJyo9hX.LIuHxfndMvN","hts_tst_othermod_2529_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","25-29","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||25-29|15+||Female|Positive|","DnCxCJyo9hX.qF9q6ImcE4Q","hts_tst_othermod_2529_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","25-29","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||25-29|15+||Male|Negative|","DnCxCJyo9hX.DX5hOcGmzO4","hts_tst_othermod_2529_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","25-29","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||25-29|15+||Male|Positive|","DnCxCJyo9hX.zJAFlhIuWgH","hts_tst_othermod_2529_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","25-29","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||30-34|15+||Female|Negative|","DnCxCJyo9hX.g4X5YaSBkbt","hts_tst_othermod_3034_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","30-34","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||30-34|15+||Female|Positive|","DnCxCJyo9hX.nm4ngD1r1hU","hts_tst_othermod_3034_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","30-34","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||30-34|15+||Male|Negative|","DnCxCJyo9hX.X6qWVyu9XoN","hts_tst_othermod_3034_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","30-34","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||30-34|15+||Male|Positive|","DnCxCJyo9hX.SYFxsQKDZB6","hts_tst_othermod_3034_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","30-34","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||35-39|15+||Female|Negative|","DnCxCJyo9hX.xrbKLtiVPLr","hts_tst_othermod_3539_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","35-39","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||35-39|15+||Female|Positive|","DnCxCJyo9hX.XpcFo6dVPT4","hts_tst_othermod_3539_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","35-39","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||35-39|15+||Male|Negative|","DnCxCJyo9hX.V6sMmLkODqf","hts_tst_othermod_3539_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","35-39","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||35-39|15+||Male|Positive|","DnCxCJyo9hX.K5N6EXwJKhq","hts_tst_othermod_3539_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","35-39","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||40-49|15+||Female|Negative|","DnCxCJyo9hX.SdpT6lSiyCM","hts_tst_othermod_4049_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","40-49","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||40-49|15+||Female|Positive|","DnCxCJyo9hX.RHmkwEYAkor","hts_tst_othermod_4049_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","40-49","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||40-49|15+||Male|Negative|","DnCxCJyo9hX.HBu2SwE1QoF","hts_tst_othermod_4049_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","40-49","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||40-49|15+||Male|Positive|","DnCxCJyo9hX.j98NBCtzxly","hts_tst_othermod_4049_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","40-49","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||50+|15+||Female|Negative|","DnCxCJyo9hX.flyE54cGOkr","hts_tst_othermod_o50_f_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","50+","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||50+|15+||Female|Positive|","DnCxCJyo9hX.dZYJREDXbfa","hts_tst_othermod_o50_f_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","50+","15+","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||50+|15+||Male|Negative|","DnCxCJyo9hX.HSpL3hSBx6F","hts_tst_othermod_o50_m_neg_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","50+","15+","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||50+|15+||Male|Positive|","DnCxCJyo9hX.h3WrcUxOPZ2","hts_tst_othermod_o50_m_pos_dsd","HTS_DisaggTool","OtherMod","HTS_TST","N","OtherMod","","","","","","","","50+","15+","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||Unknown Age|Unknown Age||Female|Negative|","DnCxCJyo9hX.ZhN7dAZVzds",,,,"HTS_TST","N","OtherMod","","","","","","","","Unknown Age","Unknown Age","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||Unknown Age|Unknown Age||Female|Positive|","DnCxCJyo9hX.VaLrzNohtN9",,,,"HTS_TST","N","OtherMod","","","","","","","","Unknown Age","Unknown Age","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||Unknown Age|Unknown Age||Male|Negative|","DnCxCJyo9hX.YcXbNpQVqTA",,,,"HTS_TST","N","OtherMod","","","","","","","","Unknown Age","Unknown Age","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherMod||||||||Unknown Age|Unknown Age||Male|Positive|","DnCxCJyo9hX.EpuxXtY71JG",,,,"HTS_TST","N","OtherMod","","","","","","","","Unknown Age","Unknown Age","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||<1|<15||Unknown Sex|Negative|","PxWz7teioJW.DszsJew1vQA","hts_tst_otherpitc_u1_unk_neg_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","<1","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||<1|<15||Unknown Sex|Positive|","PxWz7teioJW.tP2mjgakLVn","hts_tst_otherpitc_u1_unk_pos_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","<1","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||1-9|<15||Unknown Sex|Negative|","PxWz7teioJW.BSQvgbaINGZ","hts_tst_otherpitc_0109_unk_neg_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","1-9","<15","","Unknown Sex","Negative","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||1-9|<15||Unknown Sex|Positive|","PxWz7teioJW.VP9O0ao9MmZ","hts_tst_otherpitc_0109_unk_pos_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","1-9","<15","","Unknown Sex","Positive","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||10-14|<15||Female|Negative|","PxWz7teioJW.pz7dlDGQssH","hts_tst_otherpitc_1014_f_neg_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","10-14","<15","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||10-14|<15||Female|Positive|","PxWz7teioJW.sDHZqlgc0lv","hts_tst_otherpitc_1014_f_pos_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","10-14","<15","","Female","Positive","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||10-14|<15||Male|Negative|","PxWz7teioJW.lfHFCxROkNE","hts_tst_otherpitc_1014_m_neg_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","10-14","<15","","Male","Negative","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||10-14|<15||Male|Positive|","PxWz7teioJW.GscVGDNCdwR","hts_tst_otherpitc_1014_m_pos_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","10-14","<15","","Male","Positive","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||15-19|15+||Female|Negative|","PxWz7teioJW.BOxW7hCTSjX","hts_tst_otherpitc_1519_f_neg_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","15-19","15+","","Female","Negative","",FALSE
"HTS_TST|N|DSD|OtherPITC||||||||15-19|15+||Female|Positive|","PxWz7teioJW.HEpqnVEHzUA","hts_tst_otherpitc_1519_f_pos_dsd","HTS_DisaggTool","OtherPITC","HTS_TST","N","OtherPITC","","","","","","","","15-19","15+","","Female","Positive","",FALSE
