DataPackKey,DataPackCode,DataPackFilename,DataPackTabName,indicator,numeratorDenom,Modality,KeyPop,KnownNewStatus,NewExistingART,Indication,TBStatus,pregBF,VMMCTechnique,Age,AggregatedAge,AggregatedAgeFlag,Sex,HIVStatus,otherDisagg,IMPATT
OVC_SERV|N||||||||||||||Active|FALSE,D_ovc_serv_active_fy19,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,,,,,,Active,FALSE
OVC_SERV|N||||||||||||||Exited without Graduation|FALSE,D_ovc_serv_exited_fy19,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,,,,,,Exited without Graduation,FALSE
OVC_SERV|N||||||||||||||Graduated|FALSE,D_ovc_serv_grad_fy19,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,,,,,,Graduated,FALSE
OVC_SERV|N||||||||||||||Transferred|FALSE,D_ovc_serv_trans_fy19,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,,,,,,Transferred,FALSE
OVC_SERV|N|||||||||1-9|<15||Unknown Sex|||FALSE,ovc_serv_0109_unk,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,1-9,<15,,Unknown Sex,,,FALSE
OVC_SERV|N|||||||||1-9|<15||Unknown Sex||Economic Strengthening|FALSE,ovc_serv_0109_unk_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,1-9,<15,,Unknown Sex,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||1-9|<15||Unknown Sex||Education Support|FALSE,ovc_serv_0109_unk_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,1-9,<15,,Unknown Sex,,Education Support,FALSE
OVC_SERV|N|||||||||1-9|<15||Unknown Sex||Other Service Areas|FALSE,ovc_serv_0109_unk_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,1-9,<15,,Unknown Sex,,Other Service Areas,FALSE
OVC_SERV|N|||||||||1-9|<15||Unknown Sex||Parenting/Caregiver Programs|FALSE,ovc_serv_0109_unk_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,1-9,<15,,Unknown Sex,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||1-9|<15||Unknown Sex||Social Protection|FALSE,ovc_serv_0109_unk_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,1-9,<15,,Unknown Sex,,Social Protection,FALSE
OVC_SERV|N|||||||||10-14|<15||Female|||FALSE,ovc_serv_1014_f,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Female,,,FALSE
OVC_SERV|N|||||||||10-14|<15||Female||Economic Strengthening|FALSE,ovc_serv_1014_f_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Female,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||10-14|<15||Female||Education Support|FALSE,ovc_serv_1014_f_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Female,,Education Support,FALSE
OVC_SERV|N|||||||||10-14|<15||Female||Other Service Areas|FALSE,ovc_serv_1014_f_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Female,,Other Service Areas,FALSE
OVC_SERV|N|||||||||10-14|<15||Female||Parenting/Caregiver Programs|FALSE,ovc_serv_1014_f_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Female,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||10-14|<15||Female||Social Protection|FALSE,ovc_serv_1014_f_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Female,,Social Protection,FALSE
OVC_SERV|N|||||||||10-14|<15||Male|||FALSE,ovc_serv_1014_m,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Male,,,FALSE
OVC_SERV|N|||||||||10-14|<15||Male||Economic Strengthening|FALSE,ovc_serv_1014_m_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Male,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||10-14|<15||Male||Education Support|FALSE,ovc_serv_1014_m_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Male,,Education Support,FALSE
OVC_SERV|N|||||||||10-14|<15||Male||Other Service Areas|FALSE,ovc_serv_1014_m_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Male,,Other Service Areas,FALSE
OVC_SERV|N|||||||||10-14|<15||Male||Parenting/Caregiver Programs|FALSE,ovc_serv_1014_m_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Male,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||10-14|<15||Male||Social Protection|FALSE,ovc_serv_1014_m_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,10-14,<15,,Male,,Social Protection,FALSE
OVC_SERV|N|||||||||15-17|15+||Female|||FALSE,ovc_serv_1517_f,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Female,,,FALSE
OVC_SERV|N|||||||||15-17|15+||Female||Economic Strengthening|FALSE,ovc_serv_1517_f_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Female,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||15-17|15+||Female||Education Support|FALSE,ovc_serv_1517_f_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Female,,Education Support,FALSE
OVC_SERV|N|||||||||15-17|15+||Female||Other Service Areas|FALSE,ovc_serv_1517_f_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Female,,Other Service Areas,FALSE
OVC_SERV|N|||||||||15-17|15+||Female||Parenting/Caregiver Programs|FALSE,ovc_serv_1517_f_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Female,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||15-17|15+||Female||Social Protection|FALSE,ovc_serv_1517_f_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Female,,Social Protection,FALSE
OVC_SERV|N|||||||||15-17|15+||Male|||FALSE,ovc_serv_1517_m,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Male,,,FALSE
OVC_SERV|N|||||||||15-17|15+||Male||Economic Strengthening|FALSE,ovc_serv_1517_m_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Male,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||15-17|15+||Male||Education Support|FALSE,ovc_serv_1517_m_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Male,,Education Support,FALSE
OVC_SERV|N|||||||||15-17|15+||Male||Other Service Areas|FALSE,ovc_serv_1517_m_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Male,,Other Service Areas,FALSE
OVC_SERV|N|||||||||15-17|15+||Male||Parenting/Caregiver Programs|FALSE,ovc_serv_1517_m_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Male,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||15-17|15+||Male||Social Protection|FALSE,ovc_serv_1517_m_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,15-17,15+,,Male,,Social Protection,FALSE
OVC_SERV|N|||||||||18-24|15+||Female|||FALSE,ovc_serv_1824_f,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Female,,,FALSE
OVC_SERV|N|||||||||18-24|15+||Female||Economic Strengthening|FALSE,ovc_serv_1824_f_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Female,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||18-24|15+||Female||Education Support|FALSE,ovc_serv_1824_f_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Female,,Education Support,FALSE
OVC_SERV|N|||||||||18-24|15+||Female||Other Service Areas|FALSE,ovc_serv_1824_f_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Female,,Other Service Areas,FALSE
OVC_SERV|N|||||||||18-24|15+||Female||Parenting/Caregiver Programs|FALSE,ovc_serv_1824_f_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Female,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||18-24|15+||Female||Social Protection|FALSE,ovc_serv_1824_f_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Female,,Social Protection,FALSE
OVC_SERV|N|||||||||18-24|15+||Male|||FALSE,ovc_serv_1824_m,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Male,,,FALSE
OVC_SERV|N|||||||||18-24|15+||Male||Economic Strengthening|FALSE,ovc_serv_1824_m_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Male,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||18-24|15+||Male||Education Support|FALSE,ovc_serv_1824_m_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Male,,Education Support,FALSE
OVC_SERV|N|||||||||18-24|15+||Male||Other Service Areas|FALSE,ovc_serv_1824_m_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Male,,Other Service Areas,FALSE
OVC_SERV|N|||||||||18-24|15+||Male||Parenting/Caregiver Programs|FALSE,ovc_serv_1824_m_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Male,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||18-24|15+||Male||Social Protection|FALSE,ovc_serv_1824_m_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,18-24,15+,,Male,,Social Protection,FALSE
OVC_SERV|N|||||||||25+|15+||Female|||FALSE,ovc_serv_o25_f,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Female,,,FALSE
OVC_SERV|N|||||||||25+|15+||Female||Economic Strengthening|FALSE,ovc_serv_o25_f_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Female,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||25+|15+||Female||Education Support|FALSE,ovc_serv_o25_f_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Female,,Education Support,FALSE
OVC_SERV|N|||||||||25+|15+||Female||Other Service Areas|FALSE,ovc_serv_o25_f_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Female,,Other Service Areas,FALSE
OVC_SERV|N|||||||||25+|15+||Female||Parenting/Caregiver Programs|FALSE,ovc_serv_o25_f_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Female,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||25+|15+||Female||Social Protection|FALSE,ovc_serv_o25_f_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Female,,Social Protection,FALSE
OVC_SERV|N|||||||||25+|15+||Male|||FALSE,ovc_serv_o25_m,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Male,,,FALSE
OVC_SERV|N|||||||||25+|15+||Male||Economic Strengthening|FALSE,ovc_serv_o25_m_econ,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Male,,Economic Strengthening,FALSE
OVC_SERV|N|||||||||25+|15+||Male||Education Support|FALSE,ovc_serv_o25_m_edu,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Male,,Education Support,FALSE
OVC_SERV|N|||||||||25+|15+||Male||Other Service Areas|FALSE,ovc_serv_o25_m_oth,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Male,,Other Service Areas,FALSE
OVC_SERV|N|||||||||25+|15+||Male||Parenting/Caregiver Programs|FALSE,ovc_serv_o25_m_care,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Male,,Parenting/Caregiver Programs,FALSE
OVC_SERV|N|||||||||25+|15+||Male||Social Protection|FALSE,ovc_serv_o25_m_sp,DisaggTool,OVC_SERV,OVC_SERV,N,,,,,,,,,25+,15+,,Male,,Social Protection,FALSE
PMTCT_ART|N||||Already|||Pregnant|||||Female|Positive||FALSE,D_pmtct_art_already_fy19,DisaggTool,Already Alloc Targets,PMTCT_ART,N,,,,Already,,,Pregnant,,,,,Female,Positive,,FALSE
PMTCT_ART|N||||New|||Pregnant|||||Female|Positive||FALSE,D_pmtct_art_new_fy19,DisaggTool,Already Alloc Targets,PMTCT_ART,N,,,,New,,,Pregnant,,,,,Female,Positive,,FALSE
PMTCT_EID|N|||||||||<= 2 months|<15|||||FALSE,D_pmtct_eid_u2mo_fy19,DisaggTool,Already Alloc Targets,PMTCT_EID,N,,,,,,,,,<= 2 months,<15,,,,,FALSE
PMTCT_EID|N|||||||||2 - 12 months|<15|||||FALSE,D_pmtct_eid_o2mo_fy19,DisaggTool,Already Alloc Targets,PMTCT_EID,N,,,,,,,,,2 - 12 months,<15,,,,,FALSE
PMTCT_STAT|D|||||||Pregnant||<10|<15||Female|||FALSE,pmtct_stat_D_u10_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,<10,<15,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||10-14|<15||Female|||FALSE,pmtct_stat_D_1014_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,10-14,<15,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||15-19|15+||Female|||FALSE,pmtct_stat_D_1519_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,15-19,15+,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||20-24|15+||Female|||FALSE,pmtct_stat_D_2024_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,20-24,15+,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||25-29|15+||Female|||FALSE,pmtct_stat_D_2529_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,25-29,15+,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||30-34|15+||Female|||FALSE,pmtct_stat_D_3034_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,30-34,15+,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||35-39|15+||Female|||FALSE,pmtct_stat_D_3539_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,35-39,15+,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||40-49|15+||Female|||FALSE,pmtct_stat_D_4049_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,40-49,15+,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||50+|15+||Female|||FALSE,pmtct_stat_D_o50_f,DisaggTool,PMTCT,PMTCT_STAT,D,,,,,,,Pregnant,,50+,15+,,Female,,,FALSE
PMTCT_STAT|D|||||||Pregnant||Unknown Age|Unknown Age||Female|||FALSE,,,,PMTCT_STAT,D,,,,,,,Pregnant,,Unknown Age,Unknown Age,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||<10|<15||Female|||FALSE,pmtct_stat_u10_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,<10,<15,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant|||||Female|||FALSE,D_pmtct_stat_fy19,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,,,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||10-14|<15||Female|||FALSE,pmtct_stat_1014_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,10-14,<15,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||15-19|15+||Female|||FALSE,pmtct_stat_1519_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,15-19,15+,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||20-24|15+||Female|||FALSE,pmtct_stat_2024_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,20-24,15+,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||25-29|15+||Female|||FALSE,pmtct_stat_2529_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,25-29,15+,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||30-34|15+||Female|||FALSE,pmtct_stat_3034_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,30-34,15+,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||35-39|15+||Female|||FALSE,pmtct_stat_3539_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,35-39,15+,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||40-49|15+||Female|||FALSE,pmtct_stat_4049_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,40-49,15+,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||50+|15+||Female|||FALSE,pmtct_stat_o50_f,DisaggTool,PMTCT,PMTCT_STAT,N,,,,,,,Pregnant,,50+,15+,,Female,,,FALSE
PMTCT_STAT|N|||||||Pregnant||Unknown Age|Unknown Age||Female|||FALSE,,,,PMTCT_STAT,N,,,,,,,Pregnant,,Unknown Age,Unknown Age,,Female,,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||<10|<15||Female|Positive||FALSE,pmtct_stat_u10_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,<10,<15,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||10-14|<15||Female|Positive||FALSE,pmtct_stat_1014_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,10-14,<15,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||15-19|15+||Female|Positive||FALSE,pmtct_stat_1519_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,15-19,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||20-24|15+||Female|Positive||FALSE,pmtct_stat_2024_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,20-24,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||25-29|15+||Female|Positive||FALSE,pmtct_stat_2529_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,25-29,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||30-34|15+||Female|Positive||FALSE,pmtct_stat_3034_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,30-34,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||35-39|15+||Female|Positive||FALSE,pmtct_stat_3539_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,35-39,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||40-49|15+||Female|Positive||FALSE,pmtct_stat_4049_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,40-49,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||50+|15+||Female|Positive||FALSE,pmtct_stat_o50_f_known,DisaggTool,PMTCT,PMTCT_STAT,N,,,Known,,,,Pregnant,,50+,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||Known||||Pregnant||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,PMTCT_STAT,N,,,Known,,,,Pregnant,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||<10|<15||Female|Negative||FALSE,pmtct_stat_u10_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,<10,<15,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||<10|<15||Female|Positive||FALSE,pmtct_stat_u10_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,<10,<15,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||10-14|<15||Female|Negative||FALSE,pmtct_stat_1014_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,10-14,<15,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||10-14|<15||Female|Positive||FALSE,pmtct_stat_1014_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,10-14,<15,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||15-19|15+||Female|Negative||FALSE,pmtct_stat_1519_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,15-19,15+,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||15-19|15+||Female|Positive||FALSE,pmtct_stat_1519_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,15-19,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||20-24|15+||Female|Negative||FALSE,pmtct_stat_2024_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,20-24,15+,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||20-24|15+||Female|Positive||FALSE,pmtct_stat_2024_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,20-24,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||25-29|15+||Female|Negative||FALSE,pmtct_stat_2529_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,25-29,15+,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||25-29|15+||Female|Positive||FALSE,pmtct_stat_2529_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,25-29,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||30-34|15+||Female|Negative||FALSE,pmtct_stat_3034_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,30-34,15+,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||30-34|15+||Female|Positive||FALSE,pmtct_stat_3034_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,30-34,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||35-39|15+||Female|Negative||FALSE,pmtct_stat_3539_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,35-39,15+,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||35-39|15+||Female|Positive||FALSE,pmtct_stat_3539_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,35-39,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||40-49|15+||Female|Negative||FALSE,pmtct_stat_4049_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,40-49,15+,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||40-49|15+||Female|Positive||FALSE,pmtct_stat_4049_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,40-49,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||50+|15+||Female|Negative||FALSE,pmtct_stat_o50_f_newneg,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,50+,15+,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||50+|15+||Female|Positive||FALSE,pmtct_stat_o50_f_newpos,DisaggTool,PMTCT,PMTCT_STAT,N,,,New,,,,Pregnant,,50+,15+,,Female,Positive,,FALSE
PMTCT_STAT|N|||New||||Pregnant||Unknown Age|Unknown Age||Female|Negative||FALSE,,,,PMTCT_STAT,N,,,New,,,,Pregnant,,Unknown Age,Unknown Age,,Female,Negative,,FALSE
PMTCT_STAT|N|||New||||Pregnant||Unknown Age|Unknown Age||Female|Positive||FALSE,,,,PMTCT_STAT,N,,,New,,,,Pregnant,,Unknown Age,Unknown Age,,Female,Positive,,FALSE
PP_PREV|N|||||||||||||||FALSE,D_pp_prev_fy19,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,,,,,,,FALSE
PP_PREV|N|||||||||10-14|<15||Female|||FALSE,pp_prev_1014_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,10-14,<15,,Female,,,FALSE
PP_PREV|N|||||||||10-14|<15||Male|||FALSE,pp_prev_1014_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,10-14,<15,,Male,,,FALSE
PP_PREV|N|||||||||15-19|15+||Female|||FALSE,pp_prev_1519_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,15-19,15+,,Female,,,FALSE
PP_PREV|N|||||||||15-19|15+||Male|||FALSE,pp_prev_1519_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,15-19,15+,,Male,,,FALSE
PP_PREV|N|||||||||20-24|15+||Female|||FALSE,pp_prev_2024_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,20-24,15+,,Female,,,FALSE
PP_PREV|N|||||||||20-24|15+||Male|||FALSE,pp_prev_2024_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,20-24,15+,,Male,,,FALSE
PP_PREV|N|||||||||25-29|15+||Female|||FALSE,pp_prev_2529_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,25-29,15+,,Female,,,FALSE
PP_PREV|N|||||||||25-29|15+||Male|||FALSE,pp_prev_2529_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,25-29,15+,,Male,,,FALSE
PP_PREV|N|||||||||30-34|15+||Female|||FALSE,pp_prev_3034_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,30-34,15+,,Female,,,FALSE
PP_PREV|N|||||||||30-34|15+||Male|||FALSE,pp_prev_3034_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,30-34,15+,,Male,,,FALSE
PP_PREV|N|||||||||35-39|15+||Female|||FALSE,pp_prev_3539_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,35-39,15+,,Female,,,FALSE
PP_PREV|N|||||||||35-39|15+||Male|||FALSE,pp_prev_3539_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,35-39,15+,,Male,,,FALSE
PP_PREV|N|||||||||40-49|15+||Female|||FALSE,pp_prev_4049_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,40-49,15+,,Female,,,FALSE
PP_PREV|N|||||||||40-49|15+||Male|||FALSE,pp_prev_4049_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,40-49,15+,,Male,,,FALSE
PP_PREV|N|||||||||50+|15+||Female|||FALSE,pp_prev_o50_f,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,50+,15+,,Female,,,FALSE
PP_PREV|N|||||||||50+|15+||Male|||FALSE,pp_prev_o50_m,DisaggTool,PP_PREV,PP_PREV,N,,,,,,,,,50+,15+,,Male,,,FALSE
